#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   14.440411333  -53.422645792
   -2.951193099    6.089880495  -34.000609585
   -2.760793544    1.541904768  -14.339354394
   -2.570393989    0.357508857    0.662507839
   -2.379994435    1.308022454    7.805463789
   -2.189594880    2.797725055    6.538882250
   -1.999195325    3.440269402   -0.321215762
   -1.808795770    2.670996205   -7.257044797
   -1.618396215    1.048296523   -8.497854883
   -1.427996661    0.000000000   -1.162850900
   -1.237597106    1.064989721   13.004693346
   -1.047197551    5.071284650   28.729500866
   -0.856797996   11.743988099   40.139860261
   -0.666398442   19.867685107   43.588772562
   -0.475998887   27.817421948   38.387435191
   -0.285599332   34.046796472   25.832258782
   -0.095199777   37.346397674    8.011200480
    0.095199777   36.956463944  -12.394248405
    0.285599332   32.729188174  -31.478121505
    0.475998887   25.406738177  -43.918562015
    0.666398442   16.801135201  -44.172955215
    0.856797996    9.597471848  -29.162931991
    1.047197551    6.596863986   -0.726793319
    1.237597106    9.707063288   33.363452836
    1.427996661   18.980372345   62.123290165
    1.618396215   32.391619257   75.476815414
    1.808795770   46.423807165   68.399822067
    1.999195325   57.263642004   42.823120401
    2.189594880   62.067002761    6.648417933
    2.379994435   59.808445115  -29.595761289
    2.570393989   51.404942993  -56.600390330
    2.760793544   39.188941443  -69.184094250
    2.951193099   26.023137133  -66.948295525
