#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   14.827538673  -53.534146875
   -2.951193099    6.454790307  -34.058085166
   -2.760793544    1.917715614  -14.150466154
   -2.570393989    0.783194388    0.966150975
   -2.379994435    1.776592054    7.914194057
   -2.189594880    3.248472198    6.236216772
   -1.999195325    3.795433885   -0.986803550
   -1.808795770    2.884471494   -8.026274975
   -1.618396215    1.128342523   -9.079305435
   -1.427996661    0.000000000   -1.392355691
   -1.237597106    1.055753311   13.147538455
   -1.047197551    5.119321241   29.187297411
   -0.856797996   11.902165353   40.831425047
   -0.666398442   20.170930705   44.405533628
   -0.475998887   28.274690257   39.163334827
   -0.285599332   34.629711495   26.350779456
   -0.095199777   37.985305559    8.069129037
    0.095199777   37.552726462  -12.884987873
    0.285599332   33.186182499  -32.404173531
    0.475998887   25.669440952  -44.962497117
    0.666398442   16.884925618  -44.937419949
    0.856797996    9.583956017  -29.388426120
    1.047197551    6.588785071   -0.473140958
    1.237597106    9.764003135   33.724122677
    1.427996661   19.078902246   62.150539844
    1.618396215   32.445626585   74.999191095
    1.808795770   46.356099080   67.685519074
    1.999195325   57.078520857   42.407787456
    2.189594880   61.864551329    6.926489805
    2.379994435   59.723506789  -28.678905415
    2.570393989   51.519055700  -55.510622034
    2.760793544   39.483192951  -68.437097722
    2.951193099   26.407203291  -66.738092240
