#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654 -137.071250759  -53.172780127
   -2.951193099 -145.381214178  -33.827457783
   -2.760793544 -149.904654104  -14.258493947
   -2.570393989 -151.083225734    0.641084813
   -2.379994435 -150.146254948    7.685262452
   -2.189594880 -148.687422112    6.336576271
   -1.999195325 -148.089174309   -0.579564418
   -1.808795770 -148.910744419   -7.543325658
   -1.618396215 -150.588251171   -8.782140490
   -1.427996661 -151.688277056   -1.418596830
   -1.237597106 -150.667771924   12.794309812
   -1.047197551 -146.697136566   28.563137281
   -0.856797996 -140.053474302   39.996457570
   -0.666398442 -131.957592412   43.433750143
   -0.475998887 -124.041243822   38.187237155
   -0.285599332 -117.855945818   25.569005457
   -0.095199777 -114.612013036    7.692979879
    0.095199777 -115.065468373  -12.737563645
    0.285599332 -119.357477958  -31.809275184
    0.475998887 -126.739622511  -44.211994697
    0.666398442 -135.396807419  -44.421666845
    0.856797996 -142.643597610  -29.367581971
    1.047197551 -145.678031355   -0.873688157
    1.237597106 -142.587244242   33.314703513
    1.427996661 -133.309274819   62.229731456
    1.618396215 -119.859327374   75.780061209
    1.808795770 -105.750683784   68.893082615
    1.999195325  -94.803479229   43.442741446
    2.189594880  -89.877570326    7.298980026
    2.379994435  -92.016234535  -28.999207066
    2.570393989 -100.315006788  -56.101117278
    2.760793544 -112.445434228  -68.783399766
    2.951193099 -125.542828337  -66.628192103
